dane,nombre,tema_matematica,tema_lenguaje,año_indicador,prmat_bajo_07,prmat_medio_07,prmat_alto_07,prlen_bajo_07,prlen_medio_07,prlen_alto_07,prmat_bajo_07_p,prmat_medio_07_p,prmat_alto_07_p,prlen_bajo_07_p,prlen_medio_07_p,prlen_alto_07_p,tema_lenguaje_d,tema_matematica_d,prmat_bajo_10,prmat_medio_10,prmat_alto_10,prlen_bajo_10,prlen_medio_10,prlen_alto_10,prmat_bajo_10_p,prmat_medio_10_p,prmat_alto_10_p,prlen_bajo_10_p,prlen_medio_10_p,prlen_alto_10_p,Progresolen11,Progresomat11,aprobación5,aprobación9,aprobación11a,aprobación11t,Extraedad,textra,rtextra,categoria_10,categoria_07,varcolegios11,Progresolen5,Progresolen9,Progresomat5,Progresomat9,rango1_l5r,rango2_l5r,rango3_l5r,rango4_l5r,rango5_l5r,rango6_l5r,rango1_m5r,rango2_m5r,rango3_m5r,rango4_m5r,rango5_m5r,rango6_m5r,rango1_l9r,rango2_l9r,rango3_l9r,rango4_l9r,rango5_l9r,rango6_l9r,rango1_m9r,rango2_m9r,rango3_m9r,rango4_m9r,rango5_m9r,rango6_m9r,insuficiente_m9,minimo_m9,satisfactorio_m9,avanzado_m9,insuficiente_m5,minimo_m5,satisfactorio_m5,avanzado_m5,insuficiente_l9,minimo_l9,satisfactorio_l9,avanzado_l9,insuficiente_l5,minimo_l5,satisfactorio_l5,avanzado_l5,bonus_matematica11,bonus_lenguaje11,bonus_total11,bonus_matematica5,bonus_lenguaje5,bonus_total5
105001007111,"INST EDUC SEBASTIAN DE BELALCAZAR",44.48,47.14,2011,.0217391,.9782609,0,0,1,0,2.173913,97.82609,0,0,100,0,44.05,40.93,.0869565,.9130435,0,.0217391,.9782609,0,8.695652,91.30435,0,2.173913,97.82609,0,10.08602,50.51004,.9101124,.8589743,.9782609,,7,.1521739,.8478261,"Bajo","Bajo",0,,,,,14,10,31,26,18,2,28,16,29,12,10,6,11,17,34,32,6,0,21,40,23,13,2,0,21,63,15,0,28,45,22,6,11,51,38,0,14,41,44,2,2,1,3,2,2,4
105001007188,"INST EDUC BENEDIKTA ZUR NIEDEN",44.48,47.14,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.16,45.16,.0472441,.9527559,0,0,1,0,4.72441,95.27559,0,0,100,0,37.6129,55.95052,.9350649,.8607595,.9411765,,13,.1023622,.8976378,"Medio","Bajo",1,46.31183,54.08036,34.80265,53.57031,16,20,18,21,17,7,37,24,17,9,7,5,7,26,26,29,13,0,17,35,32,14,1,1,17,67,15,1,37,41,16,5,7,52,42,0,16,38,38,7,2,3,5,3,2,5
105001007218,"INST EDUC MARIA DE LOS ANGELES CANO MARQUEZ",47.67,47.14,2011,.0377358,.9622642,0,0,1,0,3.773585,96.22642,0,0,100,0,46.16,42.42,.0947368,.8947368,.0105263,.0105263,.9894737,0,9.473684,89.47369,1.052632,1.052632,98.94737,0,37.6129,40.14207,.8409091,.9019608,.92,.9756098,17,.1789474,.8210526,"Bajo","Medio",-1,50.13686,56.12054,50.54744,58.84077,32,18,30,12,5,4,55,17,14,9,6,0,16,18,33,23,9,1,21,30,34,10,5,1,21,64,15,1,55,31,15,0,16,51,32,1,32,48,17,4,3,3,6,2,2,4
105001007421,"INST EDUC OCTAVIO CALDERON MEJIA",44.48,47.14,2011,.046875,.953125,0,0,1,0,4.6875,95.3125,0,0,100,0,48.28,47.59,.0526316,.9473684,0,0,1,0,5.263158,94.73685,0,0,100,0,77.83028,56.63058,.9873418,,,,6,.0526316,.9473684,"Alto","Medio",1,60.93706,77.03649,64.44892,34.58195,11,13,36,16,13,11,16,13,16,22,13,20,6,6,18,45,24,2,15,25,42,10,8,0,15,67,18,0,16,29,35,20,6,24,69,2,11,49,29,11,,,,,,
105001007439,"INST EDUC PEDRO CLAVER AGUIRRE",44.48,47.14,2011,.0217391,.9782609,0,.0217391,.9782609,0,2.173913,97.82609,0,2.173913,97.82609,0,44.05,42.42,.0909091,.9090909,0,.0181818,.9818182,0,9.090909,90.9091,0,1.818182,98.18182,0,10.08602,52.55022,1,.8941177,1,,3,.0545455,.9454545,"Bajo",,,47.67742,53.80201,60.18278,52.53467,8,18,21,25,20,8,21,13,26,21,16,3,19,17,27,31,6,0,38,25,33,2,2,0,38,58,4,0,21,39,37,3,19,44,37,0,8,39,45,8,,,,,,
105001007889,"INST EDUC JUVENIL NUEVO FUTURO",44.48,43.885,2011,0,1,0,.0769231,.9230769,0,0,100,0,7.692308,92.30769,0,48.28,47.59,0,1,0,.0277778,.9722222,0,0,100,0,2.777778,97.22222,0,52.34426,56.63058,.9375,.9245283,1,,4,.1111111,.8888889,"Medio","Bajo",1,41.47227,41.66218,51.13142,68.99849,14,33,19,21,12,2,43,23,17,8,4,6,7,28,33,23,9,0,21,29,36,10,2,2,21,65,12,2,43,40,12,6,7,61,32,0,14,52,33,2,2,2,4,2,2,4
105001007978,"INST EDUC PABLO NERUDA",44.48,45.01,2011,.0169492,.9830508,0,0,1,0,1.694915,98.30508,0,0,100,0,46.27,42.33,.1184211,.8815789,0,0,1,0,11.84211,88.15789,0,0,100,0,51.93589,50.85007,.6854839,.7884616,1,,14,.1842105,.8157895,"Medio","Bajo",1,51.09528,51.45984,51.16129,50.66909,15,40,22,16,6,1,50,20,15,8,5,3,20,20,38,22,0,0,35,43,18,5,0,0,35,61,5,0,50,35,13,3,20,58,22,0,15,62,22,1,,,,1,1,2
105001008249,"INST EDUC BELLO HORIZONTE",44.48,47.14,2011,0,1,0,0,1,0,0,100,0,0,100,0,43.93,42.33,.1621622,.8378378,0,0,1,0,16.21622,83.78378,0,0,100,0,3.204301,50.85007,.9438202,.9080459,.9736842,,2,.0540541,.9459459,"Bajo","Medio",-1,57.05645,,31.51106,,15,17,24,24,15,4,60,16,7,11,4,2,10,18,37,31,2,2,28,29,41,2,0,0,28,70,2,0,60,23,15,2,10,55,33,2,15,41,39,4,2,1,3,1,2,3
105001008389,"INST EDUC LORETO",44.48,46.075,2011,.0135135,.9864865,0,0,1,0,1.351351,98.64865,0,0,100,0,46.27,43.715,.0365854,.9634146,0,0,1,0,3.658536,96.34146,0,0,100,0,61.03226,54.50539,.9451219,.9457364,.96875,.952381,8,.097561,.902439,"Medio","Bajo",1,50.65472,,35.8776,,19,22,26,14,11,8,33,23,18,13,6,6,35,22,25,19,0,0,37,45,14,3,2,0,37,59,5,0,33,41,19,6,35,47,19,0,19,48,25,8,2,2,4,1,1,2
105001008451,"INST EDUC RAMON GIRALDO CEBALLOS",44.48,45.01,2011,.0487805,.9512195,0,.0487805,.9512195,0,4.878048,95.12195,0,4.878048,95.12195,0,46.27,45.01,.0357143,.9642857,0,0,1,0,3.571429,96.42857,0,0,100,0,51.93589,54.67541,.9235669,.8976378,.983871,,7,.125,.875,"Medio","Bajo",1,50.70572,,27.17856,,18,20,28,20,8,8,43,23,13,9,10,2,16,28,28,23,4,2,24,39,22,10,5,0,24,61,15,0,43,36,19,2,16,56,27,2,18,48,28,8,2,2,4,1,1,2
105001008486,"INST EDUC CAPILLA DEL ROSARIO",44.48,49.19,2011,.047619,.952381,0,0,1,0,4.761905,95.2381,0,0,100,0,46.27,39.53,.0545455,.9272727,.0181818,0,1,0,5.454545,92.72727,1.818182,0,100,0,42.87234,31.33151,.6271186,.78125,.9090909,,7,.1272727,.8727273,"Medio","Medio",0,57.22581,,56.95339,,16,12,24,20,18,12,24,34,16,4,16,6,12,17,32,20,17,2,13,25,30,33,0,0,13,55,33,0,24,50,20,6,12,49,37,2,16,36,38,12,,,,,,
105001009652,"INST EDUC SAN LORENZO DE ABURRA",40.82,45.01,2011,.0326087,.9673913,0,0,1,0,3.26087,96.73913,0,0,100,0,46.215,42.33,.0882353,.9117647,0,0,1,0,8.823529,91.17647,0,0,100,0,51.81736,50.05107,.9873418,.9811321,.9850746,,7,.1029412,.8970588,"Medio","Bajo",1,,19.40146,,30.38555,17,11,23,30,9,9,28,28,19,13,9,4,28,36,17,17,3,0,33,35,20,12,0,0,33,55,12,0,28,47,22,4,28,53,20,0,17,34,39,9,2,2,4,2,2,4
105001009695,"INST EDUC SAN JUAN BOSCO",44.48,49.19,2011,.0434783,.9565217,0,0,1,0,4.347826,95.65218,0,0,100,0,48.28,45.01,.0153846,.9846154,0,0,1,0,1.538462,98.46154,0,0,100,0,63.96815,54.67541,.9010989,.9382716,1,,0,0,1,"Alto","Medio",1,49.75956,,49.16038,,5,5,20,19,17,34,5,23,25,13,13,20,3,8,27,36,27,0,8,34,31,22,5,0,8,65,27,0,5,48,26,20,3,35,63,0,5,25,36,34,1,2,3,2,3,5
105001009709,"INST EDUC FELIX HENAO BOTERO",44.48,47.14,2011,.0151515,.9848485,0,.0151515,.9848485,0,1.515152,98.48485,0,1.515152,98.48485,0,43.93,42.42,.1351351,.8648649,0,.027027,.972973,0,13.51351,86.48649,0,2.702703,97.2973,0,3.204301,52.55022,.9661745,.8504673,.9625,,10,.1351351,.8648649,"Bajo","Medio",-1,,50.54099,,50.60109,10,17,18,19,21,16,25,19,22,16,12,6,29,30,14,24,3,0,34,18,32,13,2,2,34,50,15,2,25,41,28,6,29,44,27,0,10,35,40,16,2,1,3,1,1,2
105001009865,"INST EDUC HERNAN TORO AGUDELO",47.67,48.165,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.27,42.42,.0961538,.9038461,0,0,1,0,9.615385,90.38461,0,0,100,0,42.86321,40.14207,.9465649,.8510638,.9375,,7,.1346154,.8653846,"Medio",,,,58.18608,,67.63155,6,16,26,19,17,16,30,23,13,17,9,8,7,22,37,28,4,2,8,46,38,8,0,0,8,84,8,0,30,36,26,8,7,59,32,2,6,42,36,16,,,,,,
105001010111,"INST EDUC MAESTRO FERNANDO BOTERO",,,,,,,,,,,,,,,,44.05,39.53,.1764706,.8235294,0,.0294118,.9705882,0,17.64706,82.35294,0,2.941176,97.05882,0,,,.8956522,.7837838,.9705882,,5,.1470588,.8529412,"Bajo",,,42.27151,,48.03585,,14,12,27,24,17,5,21,22,12,17,12,16,18,20,33,27,2,0,40,26,23,11,0,0,40,49,11,0,21,34,29,16,18,53,29,0,14,39,41,5,,,,,,
105001010367,"INST EDUC SANTOS ANGELES CUSTODIOS",44.48,49.19,2011,.028169,.971831,0,0,1,0,2.816901,97.1831,0,0,100,0,46.27,45.01,.0952381,.9047619,0,0,1,0,9.523809,90.47619,0,0,100,0,42.87234,54.67541,1,1,1,,5,.0793651,.9206349,"Alto","Medio",1,,66.98792,,100.9638,4,12,22,20,16,25,25,16,12,27,2,18,0,12,10,36,36,7,5,32,34,22,5,2,5,66,27,2,25,28,29,18,0,22,72,7,4,34,36,25,,,,,,
105001010448,"INST EDUC LA ESPERANZA",44.48,45.01,2011,.0696203,.9303797,0,.0189873,.9810126,0,6.962025,93.03797,0,1.898734,98.10126,0,46.16,42.42,.0866142,.9133858,0,0,1,0,8.661418,91.33858,0,0,100,0,50.86917,52.55022,.9477064,.9395604,.9607843,,12,.0944882,.9055118,"Medio","Bajo",1,,39.94012,,53.58457,17,20,27,17,12,7,44,16,18,12,6,4,32,24,24,18,3,0,45,37,13,3,2,0,45,50,5,0,44,34,18,4,32,48,21,0,17,47,29,7,,,,,,
105001010588,"INST EDUC FE Y ALEGRIA LA CIMA",44.48,47.14,2011,.0296296,.9703704,0,.0074074,.9925926,0,2.962963,97.03703,0,.7407407,99.25925,0,46.16,42.375,.0952381,.8888889,.015873,.0079365,.9920635,0,9.523809,88.88889,1.587302,.7936509,99.20634,0,37.6129,52.46522,.9424453,.980695,.9577465,.9677419,21,.1666667,.8333333,"Medio","Medio",0,,,,,19,21,23,19,13,6,41,21,19,11,4,4,6,17,30,35,12,0,12,34,35,13,6,0,12,69,19,0,41,40,15,4,6,47,47,0,19,44,32,6,2,3,5,3,3,6
105001010855,"INST EDUC  ANA DE CASTRILLON",47.67,51.21,2011,.0178571,.9821429,0,0,1,0,1.785714,98.21429,0,0,100,0,46.16,42.42,.0493827,.9506173,0,0,1,0,4.938272,95.06173,0,0,100,0,46.71415,40.14207,.9597701,.7444444,.9756098,,9,.1111111,.8888889,"Medio","Medio",0,54.28402,,56.98473,,16,11,30,27,11,6,28,22,19,13,10,9,,,,,,,,,,,,,,,,,28,41,23,9,,,,,16,41,38,6,,,,,,
105001011011,"INST EDUC TOMAS CARRASQUILLA NO. 2",44.48,47.14,2011,.047619,.952381,0,0,1,0,4.761905,95.2381,0,0,100,0,46.215,39.53,.0882353,.9117647,0,.0588235,.9411765,0,8.823529,91.17647,0,5.882353,94.11765,0,59.07509,31.33151,.9761904,.8888889,1,,5,.1470588,.8529412,"Bajo","Medio",-1,41.18396,,41.7218,,13,20,22,24,9,11,32,19,17,15,11,7,3,10,27,50,10,0,13,27,37,17,7,0,13,64,24,0,32,36,26,7,3,37,60,0,13,42,33,11,2,1,3,2,2,4
105001011061,"INST EDUC JOSE ASUNCION SILVA",44.48,47.14,2011,.0447761,.9552239,0,.0149254,.9701493,.0149254,4.477612,95.52238,0,1.492537,97.01493,1.492537,48.28,47.59,.0547945,.9452055,0,.0273973,.9726027,0,5.479452,94.52055,0,2.739726,97.26027,0,77.83028,56.63058,.9883721,.9325843,1,,0,0,1,"Alto","Bajo",2,57.33993,68.34874,56.18396,64.82014,9,17,20,19,22,14,35,20,12,15,10,8,5,18,27,34,11,5,13,29,25,21,13,0,13,54,34,0,35,32,25,8,5,45,45,5,9,37,41,14,,,,,,
105001011070,"INST EDUC MERCEDITAS GOMEZ MARTINEZ",44.48,47.14,2011,.0578035,.9421965,0,.017341,.982659,0,5.780347,94.21966,0,1.734104,98.2659,0,46.16,42.33,.083871,.9161291,0,.0387097,.9612903,0,8.387097,91.61291,0,3.870968,96.12903,0,37.6129,50.85007,.9431159,.8571429,.983871,1,15,.0967742,.9032258,"Bajo","Bajo",0,51.45984,56.63733,51.99142,40.91838,21,15,34,20,6,4,39,23,19,13,4,3,11,32,26,18,11,1,23,34,30,9,4,0,23,64,13,0,39,42,17,3,11,58,29,1,21,49,26,4,2,1,3,1,2,3
105001011088,"INST EDUC CIUDADELA LAS AMERICAS",44.48,45.01,2011,.0138889,.9722222,.0138889,0,1,0,1.388889,97.22222,1.388889,0,100,0,45.105,40.93,.1,.9,0,0,1,0,10,90,0,0,100,0,50.71114,50.51004,.9130435,.8990825,.952381,,3,.05,.95,"Bajo","Bajo",0,51.26425,53.76843,50.78222,52.44948,15,30,28,16,6,6,52,23,13,10,2,0,22,22,18,36,2,0,29,40,22,7,2,0,29,62,9,0,52,36,12,0,22,40,38,0,15,58,22,6,2,2,4,1,2,3
105001011363,"INST EDUC DOCE DE OCTUBRE",44.48,45.01,2011,.0263158,.9736842,0,.0131579,.9868421,0,2.631579,97.36842,0,1.315789,98.68421,0,46.27,42.33,.107438,.892562,0,0,1,0,10.7438,89.2562,0,0,100,0,51.93589,50.85007,.9836066,.8176796,,.9421487,6,.0495868,.9504132,"Medio","Bajo",1,,57.58552,,57.26945,22,25,25,17,7,4,42,21,19,10,7,2,13,19,33,27,8,0,23,39,25,12,1,0,23,64,13,0,42,40,17,2,13,52,35,0,22,50,24,4,2,1,3,1,1,2
105001011461,"INST EDUC FE Y ALEGRIA AURES",,,,,,,,,,,,,,,,46.27,42.42,.0612245,.9387755,0,.0204082,.9795918,0,6.122449,93.87756,0,2.040816,97.95918,0,,,,.9135802,.9565217,,4,.0816327,.9183673,"Medio",,,53.85471,,53.01474,,29,17,17,14,12,10,43,21,14,10,7,5,7,15,41,30,4,2,20,52,20,9,0,0,20,72,9,0,43,35,17,5,7,56,34,2,29,34,26,10,2,2,4,1,2,3
105001011606,"INST EDUC HORACIO MUÑOZ SUESCUN",44.48,49.19,2011,.0125,.975,.0125,0,1,0,1.25,97.5,1.25,0,100,0,46.27,42.42,.0666667,.92,.0133333,0,1,0,6.666667,92,1.333333,0,100,0,42.87234,52.55022,.911324,.8943089,,1,7,.0933333,.9066666,"Medio","Medio",0,50.88342,62.31734,54.19811,57.18512,20,30,23,14,9,4,36,22,19,9,9,7,5,7,31,31,21,5,11,34,32,13,9,1,11,66,22,1,36,41,18,7,5,38,52,5,20,53,23,4,2,2,4,2,2,4
105001011631,"INST EDUC ASAMBLEA DEPARTAMENTAL",44.48,49.19,2011,.0253165,.9746835,0,.0063291,.9936709,0,2.531646,97.46835,0,.6329114,99.36709,0,46.27,43.715,.0843373,.9096386,.0060241,.0060241,.9939759,0,8.433735,90.96386,.6024096,.6024096,99.39759,0,42.87234,54.50539,.9583333,.8125,.9375,.9848485,8,.0481928,.9518073,"Medio","Alto",-1,,41.47301,,45.73651,4,4,11,33,28,20,7,18,20,13,13,30,14,25,20,28,12,1,17,34,31,15,3,1,17,65,18,1,7,38,26,30,14,45,40,1,4,15,61,20,2,1,3,1,2,3
105001011690,"INST EDUC FEDERICO CARRASQUILLA",44.48,42.76,2011,.0082645,.9917355,0,.0082645,.9917355,0,.8264462,99.17355,0,.8264462,99.17355,0,46.16,42.33,.1271186,.8644068,.0084746,0,1,0,12.71186,86.44067,.8474576,0,100,0,50.07258,50.85007,.8933333,.6695652,1,1,39,.3305085,.6694915,"Bajo","Inferior",1,,33.80439,,34.96122,27,33,15,18,7,0,45,19,16,7,7,7,14,37,21,23,4,0,41,40,16,3,0,0,41,56,3,0,45,35,14,7,14,58,27,0,27,48,25,0,1,1,2,1,1,2
105001011711,"INST EDUC FE Y ALEGRIA VILLA DE LA CANDELARIA",42.65,47.14,2011,.0666667,.9333333,0,0,1,0,6.666667,93.33334,0,0,100,0,46.27,42.42,.1176471,.8823529,0,.0147059,.9852941,0,11.76471,88.2353,0,1.470588,98.52941,0,60.89011,51.94645,1,.91,1,1,3,.0441176,.9558824,"Medio","Medio",0,68,59.73222,55.5658,40.75553,3,21,19,29,13,16,34,20,19,15,9,4,7,25,29,32,5,2,29,36,30,4,2,0,29,66,6,0,34,39,24,4,7,54,37,2,3,40,42,16,1,1,2,2,1,3
105001011886,"INST EDUC AMERICA",44.48,49.19,2011,.031746,.968254,0,.015873,.984127,0,3.174603,96.82539,0,1.587302,98.4127,0,48.28,45.01,.0352941,.9411765,.0235294,0,1,0,3.529412,94.11765,2.352941,0,100,0,63.96815,54.67541,.9282376,.9580838,1,,5,.0588235,.9411765,"Alto","Medio",1,,51.78106,,48.00392,23,29,30,9,8,2,56,21,10,9,1,3,25,32,21,15,8,0,30,37,20,7,6,0,30,57,13,0,56,31,10,3,25,53,23,0,23,59,17,2,3,3,6,2,2,4
105001012092,"INST EDUC BARRIO SANTANDER",44.48,45.01,2011,.0196078,.9803922,0,0,1,0,1.960784,98.03922,0,0,100,0,46.27,45.16,.0892857,.9107143,0,0,1,0,8.928572,91.07143,0,0,100,0,51.93589,55.95052,.7847788,.9112903,.9672131,.9259259,8,.1428571,.8571429,"Medio","Medio",0,28.19292,53.06027,41.93597,-48.00956,22,32,27,12,6,2,52,22,11,6,5,5,18,20,26,28,8,0,15,37,27,16,4,1,15,64,20,1,52,33,11,5,18,46,36,0,22,59,18,2,2,2,4,1,1,2
105001012106,"INST EDUC JUAN MARIA CESPEDES",44.48,45.01,2011,.0416667,.9583333,0,.0083333,.9916667,0,4.166667,95.83333,0,.8333334,99.16666,0,46.16,42.33,.0822785,.9177215,0,.0126582,.9873418,0,8.227848,91.77215,0,1.265823,98.73418,0,50.86917,50.85007,.9888889,.9230769,.952381,.9878049,41,.2594937,.7405063,"Medio","Medio",0,64.47213,66.8978,41.48867,63.51825,8,16,35,10,14,16,34,18,16,14,6,12,7,8,29,38,17,1,4,39,31,24,1,1,4,70,25,1,34,34,20,12,7,37,55,1,8,51,24,16,,,,,,
105001012165,"INST EDUC GUADALUPE",44.48,45.01,2011,.0574713,.9425287,0,.0229885,.9770115,0,5.747127,94.25287,0,2.298851,97.70115,0,44.05,42.42,.1078431,.872549,.0196078,.0196078,.9803922,0,10.78431,87.2549,1.960784,1.960784,98.03922,0,50.07902,52.55022,.9410409,.9038631,.9904762,,15,.1470588,.8529412,"Bajo",,,,43.70256,,29.53332,17,29,19,25,9,3,49,19,18,8,5,1,16,37,28,13,5,0,26,36,29,9,1,0,26,65,10,0,49,37,13,1,16,65,18,0,17,48,34,3,1,1,2,1,1,2
105001012696,"INST EDUC ALFONSO LOPEZ PUMAREJO",47.67,49.19,2011,.0324324,.9567568,.0108108,.0108108,.9891892,0,3.243243,95.67567,1.081081,1.081081,98.91892,0,46.16,45.16,.038961,.9610389,0,0,1,0,3.896104,96.1039,0,0,100,0,33.25,49.75956,.9806452,.6965174,.8076923,,19,.1233766,.8766234,"Medio","Alto",-1,,57.05376,,54.8172,11,17,29,19,15,10,40,19,17,11,6,6,9,20,30,30,11,0,24,33,29,13,1,0,24,62,14,0,40,36,17,6,9,50,41,0,11,46,34,10,2,1,3,2,2,4
105001012700,"INST EDUC SAN PABLO",44.48,43.885,2011,.0133333,.9866667,0,.0266667,.96,0,1.333333,98.66667,0,2.666667,96,0,45.105,39.53,.2272727,.7727273,0,.0227273,.9772727,0,22.72727,77.27273,0,2.272727,97.72727,0,50.57104,31.33151,.7108434,.81875,.8829787,,27,.6136364,.3863636,"Inferior","Bajo",-1,,50.53764,,50.36559,25,26,21,12,11,4,47,23,16,7,6,2,21,31,23,20,5,0,40,34,20,6,0,0,40,54,6,0,47,39,13,2,21,54,25,0,25,47,23,4,1,1,2,1,1,2
105001013013,"INST EDUC PICACHITO",,,,,,,,,,,,,,,,44.05,39.53,.14,.86,0,.02,.98,0,14,86,0,2,98,0,,,.8976378,.7261904,.8965517,,17,.34,.66,"Bajo",,,40.0196,,50.72992,,37,27,24,5,5,3,57,13,19,4,5,1,15,28,30,21,6,0,24,32,30,13,2,0,24,62,15,0,57,32,9,1,15,58,27,0,37,51,10,3,2,2,4,2,3,5
105001013072,"INST EDUC MAESTRO PEDRO NEL GOMEZ",44.48,47.14,2011,.0543478,.9456522,0,0,1,0,5.434783,94.56522,0,0,100,0,44.05,40.93,.0517241,.9482759,0,.0172414,.9827586,0,5.172414,94.82758,0,1.724138,98.27586,0,10.08602,50.51004,.8725383,.827957,.8474576,,4,.0689655,.9310345,"Bajo","Bajo",0,,20.7679,,26.81592,17,28,27,13,9,7,45,11,17,13,8,6,32,24,27,14,3,0,39,32,22,6,2,0,39,54,8,0,45,28,21,6,32,51,17,0,17,55,22,7,,,,,,
105001013145,"INST EDUC SANTA TERESA",46.075,49.19,2011,.0333333,.9666666,0,0,1,0,3.333333,96.66666,0,0,100,0,50.31,47.59,.0340909,.9659091,0,.0113636,.9886364,0,3.409091,96.5909,0,1.136364,98.86364,0,83.17436,68.51821,.908397,.9090909,.9418604,,5,.0568182,.9431818,"Alto","Alto",0,43.96825,62.59488,35.52787,50,15,16,15,25,18,12,30,28,15,12,5,10,7,14,19,34,18,8,6,36,27,21,6,4,6,63,27,4,30,43,17,10,7,33,52,8,15,31,43,12,2,3,5,2,3,5
105001013340,"INST EDUC INEM JOSE FELIX DE RESTREPO",47.67,49.19,2011,.021028,.9661215,.0128505,.0035047,.9941589,.0023364,2.102804,96.61215,1.285047,.3504673,99.41589,.2336449,50.31,47.81,.0402367,.9384615,.0213018,.0035503,.9952663,.0011834,4.023669,93.84615,2.130177,.3550296,99.52663,.1183432,83.17436,79.39516,.8997151,.7840467,.8201439,.7531557,12,.0142012,.9857988,"Superior","Alto",1,,49.81158,,47.3621,10,14,20,20,20,17,28,12,21,16,12,12,3,9,21,38,26,4,5,22,34,28,9,2,5,56,37,2,28,33,28,12,3,30,64,4,10,34,40,17,2,3,5,2,2,4
105001013439,"INST EDUC FELIX DE BEDOUT MORENO",44.48,47.14,2011,.015625,.984375,0,.015625,.984375,0,1.5625,98.4375,0,1.5625,98.4375,0,46.27,45.085,.0961538,.8846154,.0192308,0,1,0,9.615385,88.46153,1.923077,0,100,0,60.89011,55.6955,.9726027,.9230769,.9818182,.9565217,4,.0769231,.9230769,"Medio","Medio",0,53.65401,52.58694,42.5039,3.836016,15,29,24,14,9,10,39,20,20,14,3,3,18,32,23,23,3,0,26,39,30,5,0,0,26,69,5,0,39,40,17,3,18,55,26,0,15,53,23,10,,,,,,
105001013447,"INST EDUC JOSE HORACIO BETANCUR",46.075,45.01,2011,0,1,0,.0333333,.9666666,0,0,100,0,3.333333,96.66666,0,43.93,42.33,.0384615,.9615384,0,.0769231,.9230769,0,3.846154,96.15385,0,7.692308,92.30769,0,42.5327,32.80204,.9880952,1,1,,3,.1153846,.8846154,"Bajo","Medio",-1,19.08969,,19.22401,,43,31,18,6,0,2,81,14,2,4,0,0,16,24,20,29,11,0,27,36,18,13,7,0,27,54,20,0,81,16,4,0,16,44,40,0,43,49,6,2,2,1,3,1,1,2
105001013633,"INST EDUC LOMA HERMOSA",40.82,42.76,2011,0,1,0,0,1,0,0,100,0,0,100,0,48.28,42.33,.0588235,.9411765,0,0,1,0,5.882353,94.11765,0,0,100,0,50.22043,50.05107,1,.8571429,1,,2,.1176471,.8823529,"Medio","Bajo",1,,39.92483,,37.40604,32,31,24,6,7,1,74,8,10,3,3,3,9,30,27,27,7,0,27,58,13,0,2,0,27,71,2,0,74,18,6,3,9,57,34,0,32,55,13,1,1,1,2,2,2,4
105001014052,"INST EDUC NUEVO HORIZONTE",44.48,45.01,2011,.0192308,.9807692,0,0,1,0,1.923077,98.07692,0,0,100,0,46.16,42.33,.060241,.939759,0,.0120482,.9759036,.0120482,6.024096,93.9759,0,1.204819,97.59036,1.204819,50.86917,50.85007,.9312222,.8157895,.9673913,,15,.1807229,.8192771,"Medio","Bajo",1,,36.19682,,40.20419,32,25,23,14,6,1,59,18,11,8,3,1,31,21,31,15,3,0,35,34,22,9,0,0,35,56,9,0,59,29,11,1,31,52,18,0,32,48,20,1,1,1,2,2,1,3
105001014397,"INST EDUC LUIS LOPEZ DE MESA",44.48,47.14,2011,.0229008,.9770992,0,.0152672,.9847328,0,2.290076,97.70992,0,1.526718,98.47328,0,46.27,45.01,.0519481,.9415584,.0064935,.012987,.987013,0,5.194805,94.15585,.6493506,1.298701,98.7013,0,60.89011,54.67541,.9166667,.9622642,.9801325,,9,.0584416,.9415584,"Medio","Bajo",1,,44.14643,,39.75625,11,22,21,25,12,9,29,21,19,17,8,6,14,19,27,31,9,1,21,38,28,12,1,0,21,66,13,0,29,40,25,6,14,46,40,1,11,43,37,9,2,1,3,2,3,5
105001014851,"INST EDUC JESUS REY",44.48,49.19,2011,.0258065,.9677419,.0064516,0,1,0,2.580645,96.77419,.6451613,0,100,0,48.37,47.59,.0130719,.9803922,.0065359,.0065359,.9934641,0,1.30719,98.03922,.6535948,.6535948,99.34641,0,77.9363,56.63058,.9882353,.8552632,,.9185185,1,.0065359,.9934641,"Alto","Medio",1,47.53653,49.22392,47.98859,47.41306,7,10,20,27,23,13,17,10,17,17,21,17,2,8,26,45,16,3,9,30,35,19,6,1,9,65,25,1,17,27,38,17,2,34,61,3,7,30,50,13,2,3,5,2,3,5
105001015091,"INST EDUC FE Y ALEGRIA GRANIZAL",44.48,47.14,2011,.0188679,.9811321,0,.0377358,.9622642,0,1.886792,98.11321,0,3.773585,96.22642,0,47.275,39.53,.1538462,.8461539,0,.0192308,.9807692,0,15.38462,84.61539,0,1.923077,98.07692,0,76.62026,31.33151,.9512195,.8481013,1,,8,.1538462,.8461539,"Medio","Bajo",1,,51.44136,,47.2169,22,25,15,18,12,8,49,10,19,14,7,2,5,23,11,48,14,0,30,48,17,4,0,0,30,65,4,0,49,29,21,2,5,34,62,0,22,40,30,8,2,2,4,1,1,2
