dane,nombre,tema_matematica,tema_lenguaje,año_indicador,prmat_bajo_07,prmat_medio_07,prmat_alto_07,prlen_bajo_07,prlen_medio_07,prlen_alto_07,prmat_bajo_07_p,prmat_medio_07_p,prmat_alto_07_p,prlen_bajo_07_p,prlen_medio_07_p,prlen_alto_07_p,tema_lenguaje_d,tema_matematica_d,prmat_bajo_10,prmat_medio_10,prmat_alto_10,prlen_bajo_10,prlen_medio_10,prlen_alto_10,prmat_bajo_10_p,prmat_medio_10_p,prmat_alto_10_p,prlen_bajo_10_p,prlen_medio_10_p,prlen_alto_10_p,Progresolen11,Progresomat11,aprobación5,aprobación9,aprobación11a,aprobación11t,Extraedad,textra,rtextra,categoria_10,categoria_07,varcolegios11,Progresolen5,Progresolen9,Progresomat5,Progresomat9,rango1_l5r,rango2_l5r,rango3_l5r,rango4_l5r,rango5_l5r,rango6_l5r,rango1_m5r,rango2_m5r,rango3_m5r,rango4_m5r,rango5_m5r,rango6_m5r,rango1_l9r,rango2_l9r,rango3_l9r,rango4_l9r,rango5_l9r,rango6_l9r,rango1_m9r,rango2_m9r,rango3_m9r,rango4_m9r,rango5_m9r,rango6_m9r,insuficiente_m9,minimo_m9,satisfactorio_m9,avanzado_m9,insuficiente_m5,minimo_m5,satisfactorio_m5,avanzado_m5,insuficiente_l9,minimo_l9,satisfactorio_l9,avanzado_l9,insuficiente_l5,minimo_l5,satisfactorio_l5,avanzado_l5,bonus_matematica11,bonus_lenguaje11,bonus_total11,bonus_matematica5,bonus_lenguaje5,bonus_total5
205001010281,"INST  EDUC ALFONSO UPEGUI OROZCO",44.48,42.76,2011,0,1,0,0,1,0,0,100,0,0,100,0,48.28,39.53,.0243902,.9756098,0,0,1,0,2.439024,97.56097,0,0,100,0,50.22043,31.33151,.796875,.849315,.9285714,,3,.0731707,.9268293,"Medio","Bajo",1,52.78799,,51.89638,,21,31,13,18,11,6,45,23,11,10,8,3,24,19,16,30,10,0,35,31,28,5,2,0,35,59,7,0,45,34,18,3,24,35,40,0,21,44,29,6,1,2,3,2,2,4
205001011031,"INST EDUC SANTA ELENA",44.48,47.14,2011,.0485437,.9514563,0,.0291262,.9708738,0,4.854369,95.14563,0,2.912621,97.08738,0,46.27,42.42,.036036,.963964,0,0,1,0,3.603604,96.3964,0,0,100,0,60.89011,52.55022,1,.8939394,,1,12,.1081081,.8918919,"Medio",,,,64.40379,,67.67738,4,4,25,21,21,25,16,12,16,28,8,20,12,18,28,32,9,2,10,35,35,12,4,4,10,70,16,4,16,28,36,20,12,46,41,2,4,29,42,25,1,1,2,2,3,5
205001012534,"INST EDUC SAN ANTONIO DE PRADO",44.48,45.01,2011,.0186335,.9751553,.0062112,.0062112,.9937888,0,1.863354,97.51553,.621118,.621118,99.37888,0,46.27,45.01,.0509554,.9426752,.0063694,.0063694,.9936306,0,5.095541,94.26752,.6369427,.6369427,99.36306,0,51.93589,54.67541,.916624,.9327354,.9830508,.972973,16,.1019108,.8980892,"Medio","Bajo",1,,56.52336,,52.07561,13,22,23,15,17,10,32,21,16,11,12,8,14,20,37,20,9,1,11,47,25,11,5,2,11,72,16,2,32,37,23,8,14,57,29,1,13,45,32,10,2,1,3,1,1,2
205001014308,"CENT EDUC LAS PLAYAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.9777778,,,,,,,,,,35.21919,,50.53223,,8,50,33,8,0,0,0,9,46,0,27,18,,,,,,,,,,,,,,,,,0,55,27,18,,,,,8,83,8,0,3,3,6,3,3,6
205001018745,"INST EDUC EL LIMONAR",44.48,47.14,2011,.027027,.972973,0,0,1,0,2.702703,97.2973,0,0,100,0,43.93,39.53,.0833333,.9166667,0,0,1,0,8.333334,91.66667,0,0,100,0,3.204301,31.33151,.9565217,.9365079,1,,10,.2777778,.7222222,"Bajo","Bajo",0,50.36559,,50.16727,,29,26,22,14,4,6,53,16,14,10,2,4,23,39,31,4,4,0,46,31,19,4,0,0,46,50,4,0,53,30,12,4,23,70,8,0,29,48,18,6,1,,1,1,2,3
205001019318,"INST EDUC SAN JOSE OBRERO",44.48,48.165,2011,0,1,0,0,.9893617,.0106383,0,100,0,0,98.93617,1.06383,50.31,47.81,.0253165,.9746835,0,0,1,0,2.531646,97.46835,0,0,100,0,86.13087,57.31064,.8585271,.8646305,.9770115,,9,.113924,.886076,"Superior","Medio",2,47.14876,70.57021,35.07778,55.44505,13,20,25,20,15,7,37,15,21,13,10,4,10,20,19,30,18,4,14,25,42,11,7,1,14,67,18,1,37,36,23,4,10,39,48,4,13,45,35,7,2,2,4,1,2,3
205001019491,"INST EDUC ANTONIO DERKA - SANTO DOMINGO",44.48,45.01,2011,.03125,.96875,0,0,1,0,3.125,96.875,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,"Bajo",,46.98526,51.88562,57.32238,37.94544,21,18,39,13,8,3,23,18,8,13,13,28,12,29,32,22,5,0,23,44,25,8,1,1,23,69,9,1,23,26,26,28,12,61,27,0,21,57,21,3,4,4,8,4,4,8
205001019989,"CENT EDUC TRAVESIAS EL MORRO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.9046218,,,,,,,,,,60.37807,,58.17487,,4,17,19,32,21,6,18,14,18,25,16,9,,,,,,,,,,,,,,,,,18,32,41,9,,,,,4,36,53,6,3,3,6,3,2,5
205001021452,"CENT EDUC PEDREGAL ALTO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.9886364,,,,,,,,,,38.07222,,61.78492,,27,20,33,7,0,13,33,7,20,0,27,13,,,,,,,,,,,,,,,,,33,27,27,13,,,,,27,53,7,13,3,3,6,1,2,3
305001004854,"INST EDUC ALVERNIA",47.67,49.19,2011,.0116279,.9883721,0,0,1,0,1.162791,98.83721,0,0,100,0,48.28,45.01,.0166667,.9833333,0,.0166667,.9833333,0,1.666667,98.33334,0,1.666667,98.33334,0,63.96815,46.153,.9764706,.9016393,.95,,3,.05,.95,"Alto","Alto",0,65.74802,56.16298,58.27239,57.70372,4,5,26,32,14,19,16,30,25,18,7,5,4,14,17,50,14,2,2,42,33,17,6,0,2,75,23,0,16,55,25,5,4,31,64,2,4,31,46,19,2,2,4,1,3,4
305001007594,"INST EDUC SANTA JUANA DE LESTONAC",44.48,51.21,2011,.0337079,.9662921,0,.011236,.9662921,.0224719,3.370786,96.62921,0,1.123595,96.62921,2.247191,46.27,45.16,.0493827,.9506173,0,0,1,0,4.938272,95.06173,0,0,100,0,48.05836,55.95052,1,.875,.9876543,,1,.0123457,.9876543,"Alto",,,70.11975,55.7705,68.37269,67.31149,0,4,16,27,27,27,13,7,16,27,9,29,0,4,23,54,19,0,0,33,42,19,6,0,0,75,25,0,13,23,36,29,0,27,73,0,0,20,54,27,2,3,5,2,3,5
305001015287,"INST EDUC LA CANDELARIA",44.48,45.01,2011,.04,.96,0,.04,.96,0,4,96,0,4,96,0,46.16,42.42,.1025641,.8974359,0,0,1,0,10.25641,89.74359,0,0,100,0,50.86917,52.55022,.9552239,.8210526,.9480519,,13,.1666667,.8333333,"Medio","Bajo",1,60.01917,35.8531,54.45296,46.39393,10,14,34,20,16,6,25,24,26,12,6,7,24,26,24,24,2,0,24,48,24,4,0,0,24,72,4,0,25,50,18,7,24,50,26,0,10,48,36,6,3,2,5,2,3,5
305001015686,"INST EDUC MAESTRO ARENAS BETANCUR",,,,,,,,,,,,,,,,45.105,45.085,.025,.975,0,0,1,0,2.5,97.5,0,0,100,0,,,.9173554,.9680851,1,,9,.225,.775,"Medio",,,47.72605,,29.71309,,14,16,23,23,14,11,47,16,16,10,5,5,13,20,27,29,13,0,23,40,28,9,0,0,23,68,9,0,47,32,15,5,13,47,42,0,14,39,37,11,,,,,,
305001016542,"INST EDUC EL TRIUNFO SANTA TERESA",,,,,,,,,,,,,,,,46.16,39.53,.1515152,.8484849,0,.0909091,.9090909,0,15.15152,84.84849,0,9.090909,90.9091,0,,,1,,,,4,.1212121,.8787879,"Bajo",,,51.19485,,51.29443,,19,28,28,17,3,5,32,31,22,8,1,6,13,26,44,13,4,0,44,35,22,0,0,0,44,57,0,0,32,53,9,6,13,70,17,0,19,56,20,5,3,2,5,3,2,5
305001018022,"INST EDUC FE Y ALEGRIA LUIS AMIGO",44.48,45.01,2011,.0319149,.9680851,0,0,1,0,3.191489,96.80851,0,0,100,0,44.05,42.33,.1363636,.8636364,0,.0151515,.9848485,0,13.63636,86.36364,0,1.515152,98.48485,0,50.07902,50.85007,.8505747,.8095238,,.9642857,32,.4848485,.5151515,"Bajo","Bajo",0,50.90868,28.79784,51.30376,42.04919,18,27,36,16,4,0,27,31,22,13,4,2,29,24,31,14,2,0,44,42,10,2,2,0,44,52,4,0,27,53,17,2,29,55,16,0,18,63,20,0,,,,3,3,6
305001018839,"INST EDUC MADRE LAURA",47.67,47.14,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.16,45.16,.0204082,.9795918,0,.0408163,.9591837,0,2.040816,97.95918,0,4.081633,95.91837,0,37.6129,49.75956,.9072165,.8309859,,.9215686,2,.0408163,.9591837,"Alto","Medio",1,53.28463,67.81055,45.47432,76.71584,7,10,18,24,21,21,20,15,20,20,8,18,2,5,19,42,22,11,2,20,38,27,10,4,2,58,37,4,20,35,28,18,2,24,64,11,7,28,45,21,,,,,,
305001019690,"INST EDUC ARZOBISPO TULIO BOTERO SALAZAR",44.48,47.14,2011,.0375,.9625,0,.0125,.9875,0,3.75,96.25,0,1.25,98.75,0,46.27,45.01,.0789474,.9210526,0,.0131579,.9868421,0,7.894736,92.10526,0,1.315789,98.68421,0,60.89011,54.67541,.872771,.7647059,1,,17,.2236842,.7763158,"Medio","Bajo",1,53.88041,23.18262,53.11685,37.29703,13,29,29,19,7,4,41,27,17,10,3,3,21,37,26,15,1,0,40,38,16,4,3,0,40,54,7,0,41,44,13,3,21,63,16,0,13,58,26,4,2,2,4,2,2,4
305001022232,"INST EDUC  BARRIO OLAYA HERRERA",47.67,45.01,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.16,42.42,.0588235,.9411765,0,.0196078,.9803922,0,5.882353,94.11765,0,1.960784,98.03922,0,50.86917,40.14207,.9536424,.7671233,.96,,7,.1372549,.8627451,"Medio","Bajo",1,,,,,28,21,31,14,5,2,58,13,16,9,2,2,35,25,23,15,2,0,36,32,28,4,0,0,36,60,4,0,58,29,11,2,35,48,17,0,28,52,19,2,2,2,4,2,2,4
305001022640,"INST EDUC EL BOSQUE",,,,,,,,,,,,,,,,46.16,39.53,.0689655,.9310345,0,0,1,0,6.896552,93.10345,0,0,100,0,,,.8467153,.8888889,.9032258,,5,.1724138,.8275862,"Bajo",,,,,,,29,28,22,10,9,2,46,23,22,4,1,3,,,,,,,,,,,,,,,,,46,45,5,3,,,,,29,50,19,2,2,2,4,2,,2
